id,question,cot,answer,unit
LD137,"Two charges, q1 = -2 × 10^-8 C and q2 = -2 × 10^-8 C, are placed at points A and B, which are 6 cm apart. A test charge q = 10^-6 C is placed at point M, which is located on the perpendicular bisector of AB, 4 cm away from the line segment AB.","Step 1: Identify the given charges and distances.
Step 2: Determine the geometric distances.
Step 3: Calculate the magnitude of the individual forces F1 and F2 using Coulomb's Law (F = k * |q_a * q_b| / r^2, where k = 9 × 10^9 N·m²/C²).
Step 4: Determine the directions of the forces and their components.
Step 5: The magnitude of the net electric force acting on the test charge q is exactly 0.115 N.",0.115,N
QA255,"A person lifts an object with m=6kg to a height of 1m, then carries the object horizontally...","Step 1: The mass of the object is given as m = 6 kg.
Step 2: The object is lifted to a height of h = 1 m.
Step 3: The question states the object is then carried horizontally, but does not provide any information about the horizontal distance or duration.
Step 4: The question is incomplete, ending abruptly without specifying what needs to be calculated or providing further details about the horizontal movement.",,
NL014,"An inductor has an inductance L = 0.4 H, and the current flowing through it is 2.5 A. Calculate the magnetic field energy (mJ).","Step 1: Identify the given values from the question: Inductance L = 0.4 H and current I = 2.5 A.
Step 2: Recall the formula for the magnetic field energy (E) stored in an inductor: E = (1/2) * L * I^2.
Step 3: Substitute the given values into the formula: E = (1/2) * (0.4 H) * (2.5 A)^2.
Step 4: Calculate the energy: E = 0.5 * 0.4 * 6.25 = 0.2 * 6.25 = 1.25 J = 1250.00 mJ.",1250.00,mJ
CH043,An RLC series circuit is at resonance with an applied voltage of 220 V and a resistance R = 220 Ω. Determine the power consumption.,"Step 1: Identify the given values from the question: Applied voltage U = 220 V and Resistance R = 220 Ω.
Step 2: Recognize that for an RLC series circuit at resonance, the total impedance (Z) is Z = √(R² + (ZL - ZC)²) and the inductive reactance (ZL) equals the capacitive reactance (ZC).
Step 3: The formula for power consumed (P) in an AC circuit can be given as P = U² / Z. Since Z = R at resonance, the formula simplifies to P = U² / R.
Step 4: Substitute the given values into the formula: P = 220² / 220 = 220 W.",220,W
QA4080,"A car travels from A to B. For the first 1/4 of the total travel time, the car moves at 50 km/h. For the next 1/2 of the total travel time, it moves at 40 km/h. And for the final 1/4 of the total travel time, it moves at 20 km/h. What is the average speed of the car?","Step 1: Identify the given information for each phase of the car's travel.
Step 2: For the first phase, time t1 = (1/4) of total time, speed v1 = 50 km/h.
Step 3: For the second phase, time t2 = (1/2) of total time, speed v2 = 40 km/h.
Step 4: For the third phase, time t3 = (1/4) of total time, speed v3 = 20 km/h.",,
LD253,Three electric charges q1 = q2 = q3 = +5 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the total electric force acting on q3.,"Step 1: Identify the given values and the Coulomb's constant.
Step 2: Convert the side length from centimeters to meters.
Step 3: Calculate the magnitude of the electric force exerted by q1 on q3 (F13) using Coulomb's Law, F = k * |q1 * q3| / r^2.
Step 4: Calculate the magnitude of the electric force exerted by q2 on q3 (F23) using Coulomb's Law. (Note: Since q1 = q2 = q3 and distances are equal, F13 = F23).
Step 5: The magnitude of the net electric force acting on q3 is approximately 27.06 N.",27.06,N
TD002,"An air-filled parallel plate capacitor has a capacitance C = 500 pF and is charged to a voltage U = 300 V. While still connected to the source, it is immersed in a liquid dielectric with a dielectric constant ε = 2. What will be the potential difference between the capacitor plates?","Step 1: The initial potential difference across the capacitor plates is given as U = 300 V.
Step 2: The problem states that the capacitor remains connected to the voltage source while it is immersed in the dielectric.
Step 3: When a capacitor remains connected to a voltage source, the voltage source maintains a constant potential difference across the capacitor's plates.
Step 4: Therefore, the potential difference between the capacitor plates will remain the same as the source voltage.
Step 5: The potential difference between the capacitor plates remains 300 V.",300,V
LD266,"Two point charges, q1 = +9 × 10^-7 C and q2 = -9 × 10^-7 C, are placed at points A and B, 12 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 3 cm away from AB. Calculate the net electric force acting on q.","Step 1: Identify the given charges and distances, converting to SI units.
Step 2: Determine the distances from points A and B to M.
Step 3: Calculate the magnitude of the electric force F1 acting on q due to q1.
Step 4: Calculate the magnitude of the electric force F2 acting on q due to q2.
Step 5: The magnitude of the net electric force acting on the test charge q is approximately 32.16 × 10^-3 N.",32.16*10^-3,N
LD073,"There are two point charges, q1 = 0.5 nC and q2 = −0.5 nC, respectively placed at points A and B, separated by a distance a = 6 cm in the air. Determine the electric field strength E at point C, which is 6 cm from A and 12 cm from B.","Step 1: Identify the given charges and distances.
Step 2: Determine the geometric arrangement of points A, B, and C. Given AB = 6 cm, AC = 6 cm, and BC = 12 cm, points A, B, and C are collinear with A situated between B and C.
Step 3: Recall the formula for the magnitude of the electric field E due to a point charge q at a distance r: E = k * |q| / r^2, where k = 9 × 10^9 N m^2/C^2 is Coulomb's constant for air.
Step 4: Calculate the electric field E1 at point C due to charge q1 = 0.5 nC = 0.5 × 10^-9 C. The distance r1 = AC = 6 cm = 0.06 m. E1 = (9 × 10^9 N m^2/C^2) × (0.5 × 10^-9 C) / (0.06 m)^2 = 1250 N/C. Since q1 is positive, E1 points away from A (towards C).
Step 5: Calculate the electric field E2 at point C due to charge q2 = -0.5 nC = -0.5 × 10^-9 C. The distance r2 = BC = 12 cm = 0.12 m. E2 = (9 × 10^9 N m^2/C^2) × |-0.5 × 10^-9 C| / (0.12 m)^2 = 312.5 N/C.
Step 6: Determine the direction of E2. Since q2 is negative, E2 points toward B (away from C).
Step 7: Apply the principle of superposition. Since E1 and E2 are opposite in direction at point C, the resultant magnitude is the difference: E = |E1 - E2|.
Step 8: The magnitude of the electric field strength at point C is 937.5 V/m.",937.5,V/m
QA2244,"Two charges q1 = 10^-8 C and q2 = 4.10^-8 C are placed at points A and B, 9 cm apart in a vacuum. At what position should a third charge q3 = 2.10^-6 C be placed so that it is in equilibrium?","Step 1: For the third charge q3 to be in equilibrium, the net electrostatic force acting on it must be zero.
Step 2: Since charges q1 and q2 are both positive, they exert repulsive forces on q3 (which is also positive). For these forces to cancel out, q3 must be placed between q1 and q2.
Step 3: Let the position of q1 be x=0 and the position of q2 be x=9 cm. Let the position of q3 be x cm from q1. The distance from q2 to q3 will be (9 - x) cm.
Step 4: According to Coulomb's Law, the magnitude of the force F1 on q3 due to q1 is F1 = k * |q1 * q3| / x², and the magnitude of the force F2 on q3 due to q2 is F2 = k * |q2 * q3| / (9-x)².",,
NL396,A coil has a magnetic field energy of 1.28 J and a current of 4 A. Calculate the inductance of the coil.,"CoT: 
Identify the given values from the question: Magnetic field energy (U_B) = 1.28 J and current (I) = 4 A.
Step 2: State the formula for the energy stored in a coil: U_B = (1/2) · L · I²
Step 3: Rearrange the formula to solve for inductance (L): L = (2 · U_B) / I²
Step 4: Substitute the values into the formula: L = (2 · 1.28) / 4²
Step 5: Calculate the value of I squared: 4² = 16.
Step 6: Calculate the final inductance: L = 2.56 / 16 = 0.16 H.",0.16,H
CHLT018,"An AC circuit has R=18 Ω, L=0.8 H, and C=3 μF. At a frequency of 100 Hz, does electrical resonance occur?","Step 1: State the condition for electrical resonance in a series RLC circuit: X_L=X_C.
Step 2: Calculate the inductive reactance using the given frequency and inductance: X_L=2πfL.
Step 3: Substitute the values to compute the inductive reactance: X_L=2π×100×0.8=160π Ω≈502.65 Ω.
Step 4: Convert the capacitance to Farads before calculating capacitive reactance: C=3 μF=3×10⁻⁶ F.
Step 5: Calculate the capacitive reactance using the formula: X_C=1/(2πfC).
Step 6: Substitute the values to compute the capacitive reactance: X_C=1/(2π×100×3×10⁻⁶)=1/(600π×10⁻⁶)≈530.52 Ω.
Step 7: Compare the inductive and capacitive reactances to determine resonance: X_L≈502.65 Ω and X_C≈530.52 Ω so X_L≠X_C 
Step 8: Electrical resonance does not occur at 100 Hz.",No,-
DT047,"A charge q is placed at point O in the air. Ox is an electric field line. Take two points A and B on Ox. Let M be the midpoint of AB. E_A is the electric field strength at A, and E_B is the electric field strength at B. Determine 1/sqrt(E_M) in terms of E_A and E_B.","Step 1: The electric field strength (E) due to a point charge (q) at a distance (r) is given by E = k|q| / r^2, where k is Coulomb's constant.
Step 2: From the formula, we can express the distance r as r = sqrt(k|q|) / sqrt(E).
Step 3: Applying this to points A, B, and M, their respective distances from O are r_A = sqrt(k|q|) / sqrtE_A, r_B = = sqrt(k|q|) / sqrtE_B, and r_M = = sqrt(k|q|) / sqrtE_M.
Step 4: Since A and B are on the electric field line Ox originating from O, and M is the midpoint of the segment AB, the distance of M from O is the average of the distances of A and B from O: r_M = (r_A + r_B) / 2.
Step 5: The value of 1/sqrt(E_M) in terms of E_A and E_B is 1 / 2 * ( 1 / sqrt(E_A) + 1 / sqrt(E_B) ).",1/2 . (1/ \sqrt{E_A} + 1/ \sqrt{E_B}),
QA2711,A heavy object is suspended by a string from the ceiling of a train car moving at a constant velocity. The object can be considered a simple pendulum with a natural oscillation period of T0 = 1.0 s. The train is jolted when it passes over the rail joints. It is observed that the object oscillates most strongly when the train's speed is 45 km/h. Calculate the length of the rail segments (or the distance between rail joints).,"Step 1: Identify the given natural oscillation period of the pendulum and the train's speed.
Step 2: Recognize that the object oscillating ""most strongly"" signifies a resonance condition.
Step 3: Convert the train's speed from kilometers per hour to meters per second.
Step 4: Apply the resonance condition, stating that the period of the jolts equals the natural period of the pendulum.",,
DDT135,A solenoid has 1500 turns and a length of 0.75 m. Calculate the number of turns per meter length.,"Step 1: Identify the given number of turns (N) for the solenoid, which is 1500 turns.
Step 2: Identify the given length (L) of the solenoid, which is 0.75 m.
Step 3: To find the number of turns per meter length (n), divide the total number of turns (N) by the total length (L).
Step 4: Calculate n = 1500 turns / 0.75 m.
Step 5: Perform the division to find the result: n = 2000 turns/m.",2000,turns/m
LD134,Three identical charges q = +2 × 10^-7 C are placed at the 3 vertices of an isosceles right triangle with legs of length a = 12 cm. Calculate the net force acting on the charge at the right-angle vertex.,"Step 1: Identify the charges and their positions. Let the charges be q1, q2, and q3. The charges are identical, q = +2 × 10^-7 C. Let the right-angle vertex be C, and the other two vertices be A and B. The charges at A and B exert forces on the charge at C.
Step 2: Convert the given length to SI units. The length of the legs, a = 12 cm = 0.12 m.
Step 3: Calculate the magnitude of the force exerted by the charge at A on the charge at C (F_AC) using Coulomb's Law (F = k * |q1*q2| / r^2), where k is Coulomb's constant (9 × 10^9 N·m^2/C^2).
Step 4: F_AC = (9 × 10^9 N·m^2/C^2) * (2 × 10^-7 C)^2 / (0.12 m)^2 = (9 × 10^9) * (4 × 10^-14) / 0.0144 = 0.025 N.
Step 5: The magnitude of the net electric force acting on the charge at the right-angle vertex is approximately 0.035 N.",0.035,N
QA422,"A current flows through a circular coil of 20 turns with a diameter of 20 cm and a current of 10 A. What is the magnetic field at the center of the coil?
A. \(0.4π mT\)
B. \(0.04π mT\)
C. \(20π μT\)
D. \(0.2 mT\)","Step 1: Identify the given values from the question.
Step 2: Convert the diameter to radius in SI units.
Step 3: Recall the formula for the magnetic field at the center of a circular coil: \(B = \frac{\mu_0 N I}{2R}\).
Step 4: Use the value for the permeability of free space, \(\mu_0 = 4π \times 10^{-7} T \cdot m/A\).",,
QA8006471,"At 7:00 AM, a person cycling starts from point A at a speed of 10 km/h. Later, at 8:40 AM, another person on a motorbike also starts from point A, chasing the cyclist at a speed of 30 km/h. At what time do the two people meet?","Step 1: Calculate the time difference between the cyclist's start time (7:00 AM) and the motorcyclist's start time (8:40 AM). The time difference is 1 hour 40 minutes, which is 1 + 40/60 hours = 1 + 2/3 hours = 5/3 hours.
Step 2: Calculate the distance the cyclist traveled during this head start by multiplying the cyclist's speed by the time difference: 10 km/h * (5/3) h = 50/3 km.
Step 3: Let 't' be the time in hours after 8:40 AM when they meet. The distance covered by the cyclist from 8:40 AM is 10t, and the total distance of the cyclist from point A is 50/3 + 10t.
Step 4: The distance covered by the motorcyclist from point A when they meet is 30t.",,
QA8002898,"A clock has an hour hand 6 cm long and a minute hand 11 cm long. At 4 o'clock, what is the shortest time until the two hands are perpendicular to each other? At that time, what is the total distance traveled by the tips of the hour hand and minute hand?","Step 1: Calculate the angular velocities (ω)
The minute hand moves at ω_min = 360° / 60 min = 6° per minute.
The hour hand moves at ω_hour = 360° / (12 × 60) min = 0.5° per minute.
Therefore the relative angular speed is v_rel = 6° − 0.5° = 5.5° per minute.
Step 2: Calculate the shortest time interval (Δt)
At 4:00, the angle between the two hands is 4 × 30° = 120°.
To reach a right angle (90°), the minute hand needs to catch up by an additional angle of Δα = 120° − 90° = 30°.
Thus the time required is Δt = 30 / 5.5 = 60/11 ≈ 5.45 minutes.
Step 3: Calculate the distance traveled by the minute hand (S_min)
The minute hand travels an angle of (6 × 60/11)° in that time.
Converting to radians and multiplying by its length gives:
S_min = (6 × 60/11 × π/180) × 11 = 2π ≈ 6.28 cm.
Step 4: Calculate the distance traveled by the hour hand (S_hour) and the total
The hour hand travels an angle of (0.5 × 60/11)° in the same time.
Converting to radians and multiplying by its length gives:
S_hour = (0.5 × 60/11 × π/180) × 6 = π/11 ≈ 0.29 cm.",,
NL311,How does the energy stored in a capacitor change if the capacitance is doubled and the voltage is kept constant?,"Step 1: The energy (W_C) stored in a capacitor is given by the formula W_C = (1/2) * C * U^2, where C is the capacitance and U is the voltage across the capacitor.
Step 2: Let the initial capacitance be C and the initial voltage be U.
Step 3: The initial energy stored in the capacitor is W_C_initial = (1/2) * C * U^2.
Step 4: According to the question, the capacitance is doubled (C_new = 2C) and the voltage is kept constant (U_new = U).
Step 5: The new energy stored in the capacitor is W_C_new = (1/2) * C_new * U_new^2 = (1/2) * 2C * U^2 = 2 * (1/2) * C * U^2 = 2 * W_C_initial.
Step 6: Therefore, the energy stored in a capacitor is doubled if the capacitance is doubled and the voltage is kept constant.",Increase by 2 times,-
NL039,"In an oscillating LC circuit, when the electric field energy is 1/4 of the total energy, what percentage (%) of the maximum current is the instantaneous current (round the result to one decimal place)?","Step 1: The total electromagnetic energy in an ideal oscillating LC circuit is conserved and mathematically defined as the sum of the instantaneous electric field energy and magnetic field energy, expressed by the equation E = E_C + E_L.
Step 2: The instantaneous electric field energy is specified as E_C = 0.25 * E, which simplifies the total energy conservation equation to E_L = E - 0.25 * E, establishing the instantaneous magnetic field energy as E_L = 0.75 * E.
Step 3: The instantaneous magnetic field energy is mathematically defined by E_L = 0.5 * L * i^2, and the total circuit energy equates to the maximum magnetic energy E = 0.5 * L * I_0^2, where L represents inductance, i represents instantaneous current, and I_0 represents maximum current.
Step 4: Substituting the respective energy equations into the proportional relationship yields 0.5 * L * i^2 = 0.75 * (0.5 * L * I_0^2), which algebraically simplifies to the mathematical ratio i / I_0 = sqrt(3) / 2. Evaluating this expression establishes a final calculated percentage of 50 * sqrt(3)%, which is approximately 86.6%.",86.6,%
NL010,"An inductor has a current of 4 A, and its magnetic field energy is 3.2 mJ. Calculate its inductance (H).","Step 1: Identify the given values from the question. The current (I) in the inductor is 4 A, and the magnetic field energy (E) stored is 3.2 mJ.
Step 2: Recall the formula for the energy stored in an inductor: E = (1/2) * L * I^2, where L is the inductance.
Step 3: Convert the energy from milli-Joules (mJ) to Joules (J): E = 3.2 * 10^-3 J.
Step 4: Rearrange the formula to solve for the inductance (L): L = 2E / I^2 = 0.0004 H.",0.0004,H
DDT346,"A series RLC circuit has an impedance Z = 50 Ω, a resistance R = 30 Ω, and a total voltage V = 150 V. Calculate the power consumed.","Step 1: Identify the given values from the question: the total voltage applied to the circuit is V = 150 V, the total impedance of the RLC circuit is Z = 50 Ω, and the resistance of the circuit is R = 30 Ω. The objective is to calculate the real power consumed by the circuit.
Step 2: Recall Ohm’s Law for AC circuits, which relates voltage, current, and impedance. The RMS current flowing through the circuit is determined by the formula I = V / Z.
Step 3: Substitute the given values into the current formula: I = 150 V / 50 Ω.
Step 4: Perform the calculation with units: 150 V / 50 Ω = 3.0 A. Therefore, the RMS current flowing through the circuit is I = 3.0 A.
Step 5: Recall the formula for real power consumed in an AC circuit. The real power is dissipated only by the resistive component of the circuit and is calculated using P = I²*R.
Step 6: Substitute the calculated current and the given resistance into the power formula: P = (3.0 A)²*30 Ω.
Step 7: Perform the calculation step by step with units. First square the current: (3.0 A)² = 9.0 A². Then multiply by the resistance: 9.0 A²*30 Ω = 270.0 W.
Step 8: Interpret the result. This value represents the real electrical power converted into heat by the resistor in the circuit.
Step 9: State the final conclusion: the power consumed by the circuit is P = 270.0 W.",270.0,W
LD220,"Two electric charges, q1 = +2 × 10^-8 C and q2 = -2 × 10^-8 C, are placed at points A and B, which are 10 cm apart. A test charge q = 10^-8 C is placed at point M, which is on the perpendicular bisector of AB and 5 cm away from AB. Calculate the net electric force acting on q.","Step 1: Identify the given charges and distances, and determine the relevant distances for calculation.
Step 2: Calculate the distance from point M to points A and B. Since M is on the perpendicular bisector of AB (10 cm apart) and 5 cm away from AB, the midpoint of AB (let's call it O) is 5 cm from A and 5 cm from B. Thus, in the right triangle OMA (or OMB), OA = 5 cm and OM = 5 cm.
Step 3: Using the Pythagorean theorem, the distance AM = BM = sqrt((5 cm)^2 + (5 cm)^2) = sqrt(50 cm^2) = 5 * sqrt(2) cm = 5 * sqrt(2) * 10^-2 m.
Step 4: Calculate the magnitude of the electric force F1 exerted by q1 on q using Coulomb's Law (F = k * |q1*q| / r^2, where k = 9 × 10^9 N m^2/C^2). F1 = (9 × 10^9 N m^2/C^2) * |(2 × 10^-8 C) * (10^-8 C)| / (5 * sqrt(2) × 10^-2 m)^2 = (9 × 10^9 * 2 × 10^-16) / (50 × 10^-4) N = 18 × 10^-7 / (5 × 10^-3) N = 3.6 × 10^-4 N.
Step 5: The magnitude of the net electric force acting on the test charge $q$ is approximately 0.509 × 10^-3 N.",0.509*10^-3,N
DT054,"Determine the electric field vector generated by a system of two point charges, q1 = 2 x 10^-7 C and q2 = -4 x 10^-7 C, at the midpoint of the line segment connecting the two charges. The charges are separated by 10 cm and are located in alcohol, which has a dielectric constant of ε = 2.2.","Step 1: Identify the given values and convert units to SI where necessary.
Step 2: Calculate the effective Coulomb's constant in the alcohol medium using the dielectric constant (κ = 2.2) and the vacuum Coulomb's constant (k_0 = 8.99 x 10^9 N m^2/C^2).
Step 3: Determine the distance from each charge to the midpoint.
Step 4: Calculate the magnitude of the electric field (E1) generated by q1 at the midpoint using the formula E = k' * |q| / r^2.
Step 5: The magnitude of the resultant electric field at the midpoint is 9.8 x 10^5 V / m, and the vector points from q1 towards q2.",9.8 . 10^{5},N/C
DT099,Two point charges q₁ = 5 × 10^-9 C and q₂ = 5 × 10^-9 C are placed 10 cm apart. Calculate the magnitude of the electric field at the midpoint between the two charges.,"Step 1: Identify the given charges and the total distance between them.
Step 2: Determine the distance from each charge to the midpoint, which is half the total distance.
Step 3: Calculate the magnitude of the electric field (E₁) produced by charge q₁ at the midpoint using the formula E = k|q|/r².
Step 4: Calculate the magnitude of the electric field (E₂) produced by charge q₂ at the midpoint using the formula E = k|q|/r².
Step 5: The magnitude of the resultant electric field at the midpoint is 0 V / m.",0,N/C
CH105,"A circuit has a resistance R = 50Ω. At resonance (40Hz), the current I = 3A. When the frequency increases to 80Hz, the current becomes I = 1.5A. What is the inductive reactance (ZL) at 80Hz?","Step 1: Determine the source voltage (U) using the resonance condition. At the resonant frequency (f₁ = 40 Hz), the circuit is purely resistive because the inductive reactance and capacitive reactance are equal (Z_L1 = Z_C1). U = I * R = 3 * 50 = 150 V
Step 2: Calculate the total impedance (Z) and the net reactance at the increased frequency (f₂ = 80 Hz). When the frequency increases to 80 Hz, the current is I' = 1.5 A. The new total impedance Z is: Z = U / I' = 150 / 1.5 = 100 Ω. Using the impedance formula Z² = R² + (Z_L - Z_C)², where Z_L and Z_C are the reactances at 80 Hz: (Z_L - Z_C)² = Z² - R² = 100² - 50² = 10000 - 2500 = 7500. Therefore, |Z_L - Z_C| = √7500 = 50√3 = 86.6 Ω
Step 3: Relate the reactances at 80 Hz to the reactances at resonance (40 Hz). Let Z_L1 be the inductive reactance at 40 Hz. At this frequency, Z_L1 = Z_C1. Since the frequency has doubled (80 Hz = 2 × 40 Hz): The inductive reactance at 80 Hz is Z_L = 2Z_L1 and The capacitive reactance at 80 Hz is Z_C = Z_C1 / 2 = Z_L1 / 2. The net reactance at 80 Hz is: |Z_L - Z_C| = 2Z_L1 - Z_L1 / 2 = (3*Z_L1) / 2
Step 4: Solve for Z_L1 and calculate the final inductive reactance Z_L at 80 Hz. From Step 2 and Step 3: Z_L1 = (50√3 * 2) / 3 ≈ 57.74 Ω. The inductive reactance at the required frequency of 80 Hz (Z_L) is: Z_L = 2Z_L1 = 2 * (100√3)/3 = (200√3)/3 = 115.47 Ω",115.47,Ω
TD017,A parallel-plate air capacitor has an area of each plate of 33.2 cm² and the distance between the two plates is 1.86 mm. Calculate the capacitance of the capacitor.,"Step 1: The formula for the capacitance of a parallel-plate capacitor is C = κ * ε₀ * (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 2: Identify the given values: plate area A = 33.2 cm^2 and plate separation d = 1.86 mm and κ = 1 (for air).
Step 3: Convert the given units to SI units: A = 33.2 × 10^-4 m^2 and d = 1.86 × 10^-3 m.\
Step 4: The capacitance of the capacitor is approximately 15.76 pF.",15.76,pF
QA2030,"A power source has an internal resistance of 0.1Ω and is connected to an external resistor of 4.8Ω. At that time, the terminal voltage across the source is 12V. Calculate the current in the circuit and the electromotive force (EMF) of the source.","Step 1: Identify the given values: internal resistance (r) = 0.1 Ω, external resistance (R) = 4.8 Ω, and terminal voltage (V) = 12 V.
Step 2: Calculate the current (I) in the circuit using Ohm's Law for the external resistor: I = V / R.
Step 3: Substitute the values: I = 12 V / 4.8 Ω.
Step 4: Calculate the current: I = 2.5 A.",,
THCB085,"If the current through A₁ is 1.8 A and A₂ is 1.2 A, calculate the current in the third branch.","Step 1: Observe ammeter positions in image 284.png. A1 is total current (1.8 A) and A2 is branch current (1.2 A).
Step 2: Use Kirchhoff's Current Law: I_total (A1) = I_branch1 + I_branch2 (A2).
Step 3: Set up the equation: 1.8 A = I_branch1 + 1.2 A.
Step 4: Calculation: I_branch1 = 1.8 A - 1.2 A = 0.6 A.",I₃ = 0.6,A
DT080,"The electric field between two vertical, oppositely charged metal plates has a magnitude of 4900 V/m. Determine the mass of a dust particle placed in this electric field if it carries a charge q = 4.10^-10 C and is in equilibrium, with its suspension thread making an angle of 30° with the vertical.","Step 1: Identify the forces acting on the dust particle: the electric force (Fe) due to the electric field, the gravitational force (Fg) acting downwards, and the tension (T) from the suspension thread.
Step 2: Resolve the tension force into its components. Since the thread makes an angle of 30° with the vertical, the horizontal component of tension is Tsin(30°) and the vertical component is Tcos(30°).
Step 3: Apply the conditions for equilibrium. For horizontal forces, the electric force must balance the horizontal component of tension: Fe = Tsin(30°).
Step 4: For vertical forces, the gravitational force must balance the vertical component of tension: Fg = Tcos(30°).
Step 5: The mass of the dust particle is approximately 3.46 x 10^-7 kg.",3.4 . 10^{-7},kg
CH236,"Consider a circuit segment AB. It consists of two parts in series: segment AM contains R1 = 25 Ω in series with C, and segment MB contains R2 = 40 Ω in series with L. The condition LCω² = 1 is given. An RMS voltage U_AB = 80 V is applied across AB. Given that the voltage across AM (uAM) is 90 degrees out of phase with the voltage across MB (uMB). Calculate the RMS voltage across MB (U_MB).","Step 1: Analyze resonance and phase conditions
From LCω² = 1 we obtain Z_L = Z_C. Since u_AM is perpendicular to u_MB (90° phase difference), we have the linking relationship Z_L · Z_C = R₁ · R₂ and therefore Z_L² = Z_C² = R₁ · R₂. Substituting the values Z_L² = 25 · 40 = 1000 so Z_L = √1000 ≈ 31.62 Ω.
Step 2: Determine total circuit impedance and current
Because Z_L = Z_C the circuit experiences full resonance. The total impedance of AB is Z_AB = R₁ + R₂ = 25 + 40 = 65 Ω. The RMS current is I = U_AB / Z_AB = 80 / 65 ≈ 1.23 A.
Step 3: Set up the formula to calculate U_MB
The impedance of segment MB (containing R₂ and L) is calculated as Z_MB = √(R₂² + Z_L²). Substituting R₂ = 40 Ω and Z_L² = 1000 we get Z_MB = √(40² + 1000) = √(1600 + 1000) = √2600 ≈ 50.99 Ω.
Step 4: Calculate the final result
The RMS voltage across segment MB is U_MB = I · Z_MB = (80 / 65) · √2600 ≈ 1.23 · 50.99 ≈ 62.76 V.",62.76,V
LD094,"Two point charges q1 = +2 × 10^-6 C and q2 = −2 × 10^-6 C are placed at points A and B, separated by 6 cm in air. Calculate the net electric field strength at point M, which is on the line connecting A and B, 2 cm away from q1.","Step 1: Identify the given charges, their positions, and the location of point M.
Step 2: Determine the distances from each charge to point M.
Step 3: Calculate the magnitude and direction of the electric field E1 due to q1 at M.
Step 4: Calculate the magnitude and direction of the electric field E2 due to q2 at M.
Step 5: Determine the net electric field direction: Since both E1 and E2 point in the same direction (from A to B), they add up. E_M = E1 + E2
Step 6: The magnitude of the net electric field at point M is 5.625 × 10^7 V/m.",5.625 × 10^7,V/m
LD032,"In a vacuum, two charges q1 = 10^-7 C and q2 = -10^-7 C are placed at points A and B, separated by 8 cm. Determine the resultant force acting on a third charge q0 = 10^-7 C when q0 is placed at point M, 4 cm from A and 12 cm from B.","Step 1: Identify the given charges and their locations.
Step 2: Convert all distances from cm to meters: AB = 0.08 m, AM = 0.04 m, BM = 0.12 m.
Step 3: Determine the relative arrangement of points M, A, and B. Since AM + AB = 0.04 m + 0.08 m = 0.12 m, which equals BM, point A lies on the line segment MB. Thus, M, A, and B are collinear in that order.
Step 4: Recall Coulomb's Law, F = k * |q1*q2| / r^2, where k (electrostatic constant in vacuum) = 9 x 10^9 N m^2/C^2.",0.05,N
QA3013,"A vehicle undergoes uniform linear motion on a straight line, starting from point M and moving towards point N. The distance MN is 100m, and its velocity is v = 2m/s.
a) Write the equation of motion for the bicycle. Choose the origin of the coordinate system and the origin of time as the place and time when the bicycle begins its motion.
b) How long does it take for the bicycle to reach N?","Step 1: The motion is uniform linear motion, so the general equation of motion is $x = x_0 + vt$.
Step 2: According to the question, the origin of the coordinate system is chosen at point M where the bicycle begins its motion, so the initial position $x_0 = 0$ m.
Step 3: The origin of time is chosen when the bicycle begins its motion, so the initial time $t_0 = 0$ s.
Step 4: The given velocity is $v = 2$ m/s, moving from M towards N, so the velocity is positive in the chosen coordinate system.",,
QA8006467,"A car is scheduled to travel from A to B at a speed of 48 km/h. After traveling for 1 hour, the car broke down and had to stop for 15 minutes for repairs. To still arrive at B on schedule, the car had to increase its speed by 6 km/h. Calculate the distance AB.","Step 1: Define the planned journey details.
Step 2: Calculate the distance and time for the first part of the actual journey.
Step 3: Account for the stop time.
Step 4: Calculate the speed and remaining distance for the second part of the actual journey.",,
LD280,"Two charges, q1 = +2 × 10^-7 C and q2 = -2 × 10^-7 C, are placed at two points A and B, 8 cm apart. A charge q3 = +2 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.","Step 1: Identify the given charges and the total distance between points A and B.
Step 2: Determine the position of charge q3 and calculate the distances from q3 to q1 (r13) and from q3 to q2 (r23).
Step 3: Convert the distances from centimeters to meters.
Step 4: Analyze the force exerted by q1 on q3 (F13). Since q1 and q3 are both positive, the force is repulsive and acts in the direction from A towards B.
Step 5: The magnitude of the net electric force acting on q3 is exactly 0.45 N.",0.45,N
THCB128,"Three mass measurements were taken: 200.5 g, 200.3 g, and 200.2 g. Calculate the average mass and the average absolute error.","Step 1: Calculate the mean mass: (200.5 + 200.3 + 200.2) / 3 = 200.33 g.
Step 2: Calculate deviations from mean: |200.5 - 200.33| = 0.17; |200.3 - 200.33| = 0.03; |200.2 - 200.33| = 0.13.
Step 3: Calculate the average absolute error: (0.17 + 0.03 + 0.13) / 3.
Step 4: Final calculation: 0.11 g.",200.3; 0.133,g; g
